country,nuts3,potential,year,bark_kton,sawdust_kton
FR,FR713,HIGH,2012,0.0,0.0
FR,FR713,HIGH,2020,0.0,0.0
FR,FR713,HIGH,2030,0.0,0.0
FR,FR713,TECH,2012,1.96436365958295,15.033991742327991
FR,FR713,TECH,2020,1.88578911319964,14.00796729612841
FR,FR713,TECH,2030,1.88578911319964,17.48857662312054
FR,FR713,UD01,2012,1.96436365958295,15.033991742327991
FR,FR713,UD01,2020,1.88578911319964,14.00796729612841
FR,FR713,UD01,2030,1.88578911319964,17.48857662312054
FR,FR713,UD02,2012,0.0,15.033991742327991
FR,FR713,UD02,2020,0.0,14.00796729612841
FR,FR713,UD02,2030,0.0,17.48857662312054
FR,FR713,UD03,2012,0.0,0.0
FR,FR713,UD03,2020,0.0,0.0
FR,FR713,UD03,2030,0.0,0.0
FR,FR713,UD04,2012,0.0,0.0
FR,FR713,UD04,2020,0.0,0.0
FR,FR713,UD04,2030,0.0,0.0
FR,FR713,UD05,2012,0.0,0.0
FR,FR713,UD05,2020,0.0,0.0
FR,FR713,UD05,2030,0.0,0.0
FR,FR713,UD06,2012,0.0,0.0
FR,FR713,UD06,2020,0.0,0.0
FR,FR713,UD06,2030,0.0,0.0
FR,FR713,UD07,2012,0.0,0.0
FR,FR713,UD07,2020,0.0,0.0
FR,FR713,UD07,2030,0.0,0.0
FR,FR713,UD08,2012,0.0,0.0
FR,FR713,UD08,2020,0.0,0.0
FR,FR713,UD08,2030,0.0,0.0
FR,FR714,BASE,2012,15.7149540643074,14.70630042686075
FR,FR714,BASE,2020,15.0863559017351,13.702639921405469
FR,FR714,BASE,2030,15.0863559017351,17.107383472458743
FR,FR714,HIGH,2012,0.0,0.0
FR,FR714,HIGH,2020,0.0,0.0
FR,FR714,HIGH,2030,0.0,0.0
FR,FR714,TECH,2012,15.7149540643074,14.70630042686075
FR,FR714,TECH,2020,15.0863559017351,13.702639921405469
FR,FR714,TECH,2030,15.0863559017351,17.107383472458743
FR,FR714,UD01,2012,15.7149540643074,14.70630042686075
FR,FR714,UD01,2020,15.0863559017351,13.702639921405469
FR,FR714,UD01,2030,15.0863559017351,17.107383472458743
FR,FR714,UD02,2012,0.0,14.70630042686075
FR,FR714,UD02,2020,0.0,13.702639921405469
FR,FR714,UD02,2030,0.0,17.107383472458743
FR,FR714,UD03,2012,0.0,0.0
FR,FR714,UD03,2020,0.0,0.0
FR,FR714,UD03,2030,0.0,0.0
FR,FR714,UD04,2012,0.0,0.0
FR,FR714,UD04,2020,0.0,0.0
FR,FR714,UD04,2030,0.0,0.0
FR,FR714,UD05,2012,0.0,0.0
FR,FR714,UD05,2020,0.0,0.0
FR,FR714,UD05,2030,0.0,0.0
FR,FR714,UD06,2012,0.0,0.0
FR,FR714,UD06,2020,0.0,0.0
FR,FR714,UD06,2030,0.0,0.0
FR,FR714,UD07,2012,0.0,0.0
FR,FR714,UD07,2020,0.0,0.0
FR,FR714,UD07,2030,0.0,0.0
FR,FR714,UD08,2012,0.0,0.0
FR,FR714,UD08,2020,0.0,0.0
FR,FR714,UD08,2030,0.0,0.0
FR,FR715,BASE,2012,1.96436365958295,7.72862688009701
FR,FR715,BASE,2020,1.88578911319964,7.20117148099573
FR,FR715,BASE,2030,1.88578911319964,8.99047210485934
FR,FR715,HIGH,2012,0.0,0.0
FR,FR715,HIGH,2020,0.0,0.0
FR,FR715,HIGH,2030,0.0,0.0
FR,FR715,TECH,2012,1.96436365958295,7.72862688009701
FR,FR715,TECH,2020,1.88578911319964,7.20117148099573
FR,FR715,TECH,2030,1.88578911319964,8.99047210485934
FR,FR715,UD01,2012,1.96436365958295,7.72862688009701
FR,FR715,UD01,2020,1.88578911319964,7.20117148099573
FR,FR715,UD01,2030,1.88578911319964,8.99047210485934
FR,FR715,UD02,2012,0.0,7.72862688009701
FR,FR715,UD02,2020,0.0,7.20117148099573
FR,FR715,UD02,2030,0.0,8.99047210485934
FR,FR715,UD03,2012,0.0,0.0
FR,FR715,UD03,2020,0.0,0.0
FR,FR715,UD03,2030,0.0,0.0
FR,FR715,UD04,2012,0.0,0.0
FR,FR715,UD04,2020,0.0,0.0
FR,FR715,UD04,2030,0.0,0.0
FR,FR715,UD05,2012,0.0,0.0
FR,FR715,UD05,2020,0.0,0.0
FR,FR715,UD05,2030,0.0,0.0
FR,FR715,UD06,2012,0.0,0.0
FR,FR715,UD06,2020,0.0,0.0
FR,FR715,UD06,2030,0.0,0.0
FR,FR715,UD07,2012,0.0,0.0
FR,FR715,UD07,2020,0.0,0.0
FR,FR715,UD07,2030,0.0,0.0
FR,FR715,UD08,2012,0.0,0.0
FR,FR715,UD08,2020,0.0,0.0
FR,FR715,UD08,2030,0.0,0.0
FR,FR716,BASE,2012,0.0,4.41402440003816
FR,FR716,BASE,2020,0.0,4.1127805907969
FR,FR716,BASE,2030,0.0,5.13469777418128
FR,FR716,HIGH,2012,0.0,0.0
FR,FR716,HIGH,2020,0.0,0.0
FR,FR716,HIGH,2030,0.0,0.0
FR,FR716,TECH,2012,0.0,4.41402440003816
FR,FR716,TECH,2020,0.0,4.1127805907969
FR,FR716,TECH,2030,0.0,5.13469777418128
FR,FR716,UD01,2012,0.0,4.41402440003816
FR,FR716,UD01,2020,0.0,4.1127805907969
FR,FR716,UD01,2030,0.0,5.13469777418128
FR,FR716,UD02,2012,0.0,4.41402440003816
FR,FR716,UD02,2020,0.0,4.1127805907969
FR,FR716,UD02,2030,0.0,5.13469777418128
FR,FR716,UD03,2012,0.0,0.0
FR,FR716,UD03,2020,0.0,0.0
FR,FR716,UD03,2030,0.0,0.0
FR,FR716,UD04,2012,0.0,0.0
FR,FR716,UD04,2020,0.0,0.0
FR,FR716,UD04,2030,0.0,0.0
FR,FR716,UD05,2012,0.0,0.0
FR,FR716,UD05,2020,0.0,0.0
FR,FR716,UD05,2030,0.0,0.0
FR,FR716,UD06,2012,0.0,0.0
FR,FR716,UD06,2020,0.0,0.0
FR,FR716,UD06,2030,0.0,0.0
FR,FR716,UD07,2012,0.0,0.0
FR,FR716,UD07,2020,0.0,0.0
FR,FR716,UD07,2030,0.0,0.0
FR,FR716,UD08,2012,0.0,0.0
FR,FR716,UD08,2020,0.0,0.0
FR,FR716,UD08,2030,0.0,0.0
FR,FR717,BASE,2012,1.96436365958295,10.860682378977579
FR,FR717,BASE,2020,1.88578911319964,10.11947366912666
FR,FR717,BASE,2030,1.88578911319964,12.63389519028116
FR,FR717,HIGH,2012,0.0,0.0
FR,FR717,HIGH,2020,0.0,0.0
FR,FR717,HIGH,2030,0.0,0.0
FR,FR717,TECH,2012,1.96436365958295,10.860682378977579
FR,FR717,TECH,2020,1.88578911319964,10.11947366912666
FR,FR717,TECH,2030,1.88578911319964,12.63389519028116
FR,FR717,UD01,2012,1.96436365958295,10.860682378977579
FR,FR717,UD01,2020,1.88578911319964,10.11947366912666
FR,FR717,UD01,2030,1.88578911319964,12.63389519028116
FR,FR717,UD02,2012,0.0,10.860682378977579
FR,FR717,UD02,2020,0.0,10.11947366912666
FR,FR717,UD02,2030,0.0,12.63389519028116
FR,FR717,UD03,2012,0.0,0.0
FR,FR717,UD03,2020,0.0,0.0
FR,FR717,UD03,2030,0.0,0.0
FR,FR717,UD04,2012,0.0,0.0
FR,FR717,UD04,2020,0.0,0.0
FR,FR717,UD04,2030,0.0,0.0
FR,FR717,UD05,2012,0.0,0.0
FR,FR717,UD05,2020,0.0,0.0
FR,FR717,UD05,2030,0.0,0.0
FR,FR717,UD06,2012,0.0,0.0
FR,FR717,UD06,2020,0.0,0.0
FR,FR717,UD06,2030,0.0,0.0
FR,FR717,UD07,2012,0.0,0.0
FR,FR717,UD07,2020,0.0,0.0
FR,FR717,UD07,2030,0.0,0.0
FR,FR717,UD08,2012,0.0,0.0
FR,FR717,UD08,2020,0.0,0.0
FR,FR717,UD08,2030,0.0,0.0
FR,FR718,BASE,2012,1.96436365958295,10.39235252435078
FR,FR718,BASE,2020,1.88578911319964,9.683105909994389
FR,FR718,BASE,2030,1.88578911319964,12.0891015860333
FR,FR718,HIGH,2012,0.0,0.0
FR,FR718,HIGH,2020,0.0,0.0
FR,FR718,HIGH,2030,0.0,0.0
FR,FR718,TECH,2012,1.96436365958295,10.39235252435078
FR,FR718,TECH,2020,1.88578911319964,9.683105909994389
FR,FR718,TECH,2030,1.88578911319964,12.0891015860333
FR,FR718,UD01,2012,1.96436365958295,10.39235252435078
FR,FR718,UD01,2020,1.88578911319964,9.683105909994389
FR,FR718,UD01,2030,1.88578911319964,12.0891015860333
FR,FR718,UD02,2012,0.0,10.39235252435078
FR,FR718,UD02,2020,0.0,9.683105909994389
FR,FR718,UD02,2030,0.0,12.0891015860333
FR,FR718,UD03,2012,0.0,0.0
FR,FR718,UD03,2020,0.0,0.0
FR,FR718,UD03,2030,0.0,0.0
FR,FR718,UD04,2012,0.0,0.0
FR,FR718,UD04,2020,0.0,0.0
FR,FR718,UD04,2030,0.0,0.0
FR,FR718,UD05,2012,0.0,0.0
FR,FR718,UD05,2020,0.0,0.0
FR,FR718,UD05,2030,0.0,0.0
FR,FR718,UD06,2012,0.0,0.0
FR,FR718,UD06,2020,0.0,0.0
FR,FR718,UD06,2030,0.0,0.0
FR,FR718,UD07,2012,0.0,0.0
FR,FR718,UD07,2020,0.0,0.0
FR,FR718,UD07,2030,0.0,0.0
FR,FR718,UD08,2012,0.0,0.0
FR,FR718,UD08,2020,0.0,0.0
FR,FR718,UD08,2030,0.0,0.0
FR,FR721,BASE,2012,0.0,4.51499966976293
FR,FR721,BASE,2020,0.0,4.206864603896349
FR,FR721,BASE,2030,0.0,5.2521591757762796
FR,FR721,HIGH,2012,0.0,0.0
FR,FR721,HIGH,2020,0.0,0.0
FR,FR721,HIGH,2030,0.0,0.0
FR,FR721,TECH,2012,0.0,4.51499966976293
FR,FR721,TECH,2020,0.0,4.206864603896349
FR,FR721,TECH,2030,0.0,5.2521591757762796
FR,FR721,UD01,2012,0.0,4.51499966976293
FR,FR721,UD01,2020,0.0,4.206864603896349
FR,FR721,UD01,2030,0.0,5.2521591757762796
FR,FR721,UD02,2012,0.0,4.51499966976293
FR,FR721,UD02,2020,0.0,4.206864603896349
FR,FR721,UD02,2030,0.0,5.2521591757762796
FR,FR721,UD03,2012,0.0,0.0
FR,FR721,UD03,2020,0.0,0.0
FR,FR721,UD03,2030,0.0,0.0
FR,FR721,UD04,2012,0.0,0.0
FR,FR721,UD04,2020,0.0,0.0
FR,FR721,UD04,2030,0.0,0.0
FR,FR721,UD05,2012,0.0,0.0
FR,FR721,UD05,2020,0.0,0.0
FR,FR721,UD05,2030,0.0,0.0
FR,FR721,UD06,2012,0.0,0.0
FR,FR721,UD06,2020,0.0,0.0
FR,FR721,UD06,2030,0.0,0.0
FR,FR721,UD07,2012,0.0,0.0
FR,FR721,UD07,2020,0.0,0.0
FR,FR721,UD07,2030,0.0,0.0
FR,FR721,UD08,2012,0.0,0.0
FR,FR721,UD08,2020,0.0,0.0
FR,FR721,UD08,2030,0.0,0.0
FR,FR722,BASE,2012,0.0,5.9082235253336
FR,FR722,BASE,2020,0.0,5.50500514697462
FR,FR722,BASE,2030,0.0,6.8728533047152
FR,FR722,HIGH,2012,0.0,0.0
FR,FR722,HIGH,2020,0.0,0.0
FR,FR722,HIGH,2030,0.0,0.0
FR,FR722,TECH,2012,0.0,5.9082235253336
FR,FR722,TECH,2020,0.0,5.50500514697462
FR,FR722,TECH,2030,0.0,6.8728533047152
FR,FR722,UD01,2012,0.0,5.9082235253336
FR,FR722,UD01,2020,0.0,5.50500514697462
FR,FR722,UD01,2030,0.0,6.8728533047152
FR,FR722,UD02,2012,0.0,5.9082235253336
FR,FR722,UD02,2020,0.0,5.50500514697462
FR,FR722,UD02,2030,0.0,6.8728533047152
FR,FR722,UD03,2012,0.0,0.0
FR,FR722,UD03,2020,0.0,0.0
FR,FR722,UD03,2030,0.0,0.0
FR,FR722,UD04,2012,0.0,0.0
FR,FR722,UD04,2020,0.0,0.0
FR,FR722,UD04,2030,0.0,0.0
FR,FR722,UD05,2012,0.0,0.0
FR,FR722,UD05,2020,0.0,0.0
FR,FR722,UD05,2030,0.0,0.0
FR,FR722,UD06,2012,0.0,0.0
FR,FR722,UD06,2020,0.0,0.0
FR,FR722,UD06,2030,0.0,0.0
FR,FR722,UD07,2012,0.0,0.0
FR,FR722,UD07,2020,0.0,0.0
FR,FR722,UD07,2030,0.0,0.0
FR,FR722,UD08,2012,0.0,0.0
FR,FR722,UD08,2020,0.0,0.0
FR,FR722,UD08,2030,0.0,0.0
FR,FR723,BASE,2012,1.96436365958295,6.43262199234651
FR,FR723,BASE,2020,1.88578911319964,5.99361500535141
FR,FR723,BASE,2030,1.88578911319964,7.48286978793446
FR,FR723,HIGH,2012,0.0,0.0
FR,FR723,HIGH,2020,0.0,0.0
FR,FR723,HIGH,2030,0.0,0.0
FR,FR723,TECH,2012,1.96436365958295,6.43262199234651
FR,FR723,TECH,2020,1.88578911319964,5.99361500535141
FR,FR723,TECH,2030,1.88578911319964,7.48286978793446
FR,FR723,UD01,2012,1.96436365958295,6.43262199234651
FR,FR723,UD01,2020,1.88578911319964,5.99361500535141
FR,FR723,UD01,2030,1.88578911319964,7.48286978793446
FR,FR723,UD02,2012,0.0,6.43262199234651
FR,FR723,UD02,2020,0.0,5.99361500535141
FR,FR723,UD02,2030,0.0,7.48286978793446
FR,FR723,UD03,2012,0.0,0.0
FR,FR723,UD03,2020,0.0,0.0
FR,FR723,UD03,2030,0.0,0.0
FR,FR723,UD04,2012,0.0,0.0
FR,FR723,UD04,2020,0.0,0.0
FR,FR723,UD04,2030,0.0,0.0
FR,FR723,UD05,2012,0.0,0.0
FR,FR723,UD05,2020,0.0,0.0
FR,FR723,UD05,2030,0.0,0.0
FR,FR723,UD06,2012,0.0,0.0
FR,FR723,UD06,2020,0.0,0.0
FR,FR723,UD06,2030,0.0,0.0
FR,FR723,UD07,2012,0.0,0.0
FR,FR723,UD07,2020,0.0,0.0
FR,FR723,UD07,2030,0.0,0.0
FR,FR723,UD08,2012,0.0,0.0
FR,FR723,UD08,2020,0.0,0.0
FR,FR723,UD08,2030,0.0,0.0
FR,FR724,BASE,2012,3.92874971298777,8.97820146701079
FR,FR724,BASE,2020,3.77159972446826,8.365466383345531
FR,FR724,BASE,2030,3.77159972446826,10.44406349190382
FR,FR724,HIGH,2012,0.0,0.0
FR,FR724,HIGH,2020,0.0,0.0
FR,FR724,HIGH,2030,0.0,0.0
FR,FR724,TECH,2012,3.92874971298777,8.97820146701079
FR,FR724,TECH,2020,3.77159972446826,8.365466383345531
FR,FR724,TECH,2030,3.77159972446826,10.44406349190382
FR,FR724,UD01,2012,3.92874971298777,8.97820146701079
FR,FR724,UD01,2020,3.77159972446826,8.365466383345531
FR,FR724,UD01,2030,3.77159972446826,10.44406349190382
FR,FR724,UD02,2012,0.0,8.97820146701079
FR,FR724,UD02,2020,0.0,8.365466383345531
FR,FR724,UD02,2030,0.0,10.44406349190382
FR,FR724,UD03,2012,0.0,0.0
FR,FR724,UD03,2020,0.0,0.0
FR,FR724,UD03,2030,0.0,0.0
FR,FR724,UD04,2012,0.0,0.0
FR,FR724,UD04,2020,0.0,0.0
FR,FR724,UD04,2030,0.0,0.0
FR,FR724,UD05,2012,0.0,0.0
FR,FR724,UD05,2020,0.0,0.0
FR,FR724,UD05,2030,0.0,0.0
FR,FR724,UD06,2012,0.0,0.0
FR,FR724,UD06,2020,0.0,0.0
FR,FR724,UD06,2030,0.0,0.0
FR,FR724,UD07,2012,0.0,0.0
FR,FR724,UD07,2020,0.0,0.0
FR,FR724,UD07,2030,0.0,0.0
FR,FR724,UD08,2012,0.0,0.0
FR,FR724,UD08,2020,0.0,0.0
FR,FR724,UD08,2030,0.0,0.0
FR,FR811,BASE,2012,0.0,3.73920401344429
FR,FR811,BASE,2020,0.0,3.48401465370028
FR,FR811,BASE,2030,0.0,4.3497001341624
FR,FR811,HIGH,2012,0.0,0.0
FR,FR811,HIGH,2020,0.0,0.0
FR,FR811,HIGH,2030,0.0,0.0
FR,FR811,TECH,2012,0.0,3.73920401344429
FR,FR811,TECH,2020,0.0,3.48401465370028
FR,FR811,TECH,2030,0.0,4.3497001341624
FR,FR811,UD01,2012,0.0,3.73920401344429
FR,FR811,UD01,2020,0.0,3.48401465370028
FR,FR811,UD01,2030,0.0,4.3497001341624
FR,FR811,UD02,2012,0.0,3.73920401344429
FR,FR811,UD02,2020,0.0,3.48401465370028
FR,FR811,UD02,2030,0.0,4.3497001341624
FR,FR811,UD03,2012,0.0,0.0
FR,FR811,UD03,2020,0.0,0.0
FR,FR811,UD03,2030,0.0,0.0
FR,FR811,UD04,2012,0.0,0.0
FR,FR811,UD04,2020,0.0,0.0
FR,FR811,UD04,2030,0.0,0.0
FR,FR811,UD05,2012,0.0,0.0
FR,FR811,UD05,2020,0.0,0.0
FR,FR811,UD05,2030,0.0,0.0
FR,FR811,UD06,2012,0.0,0.0
FR,FR811,UD06,2020,0.0,0.0
FR,FR811,UD06,2030,0.0,0.0
FR,FR811,UD07,2012,0.0,0.0
FR,FR811,UD07,2020,0.0,0.0
FR,FR811,UD07,2030,0.0,0.0
FR,FR811,UD08,2012,0.0,0.0
FR,FR811,UD08,2020,0.0,0.0
FR,FR811,UD08,2030,0.0,0.0
FR,FR812,BASE,2012,1.96436365958295,3.8706656243448
FR,FR812,BASE,2020,1.88578911319964,3.60650440743654
FR,FR812,BASE,2030,1.88578911319964,4.50262535153892
FR,FR812,HIGH,2012,0.0,0.0
FR,FR812,HIGH,2020,0.0,0.0
FR,FR812,HIGH,2030,0.0,0.0
FR,FR812,TECH,2012,1.96436365958295,3.8706656243448
FR,FR812,TECH,2020,1.88578911319964,3.60650440743654
FR,FR812,TECH,2030,1.88578911319964,4.50262535153892
FR,FR812,UD01,2012,1.96436365958295,3.8706656243448
FR,FR812,UD01,2020,1.88578911319964,3.60650440743654
FR,FR812,UD01,2030,1.88578911319964,4.50262535153892
FR,FR812,UD02,2012,0.0,3.8706656243448
FR,FR812,UD02,2020,0.0,3.60650440743654
FR,FR812,UD02,2030,0.0,4.50262535153892
FR,FR812,UD03,2012,0.0,0.0
FR,FR812,UD03,2020,0.0,0.0
FR,FR812,UD03,2030,0.0,0.0
FR,FR812,UD04,2012,0.0,0.0
FR,FR812,UD04,2020,0.0,0.0
FR,FR812,UD04,2030,0.0,0.0
FR,FR812,UD05,2012,0.0,0.0
FR,FR812,UD05,2020,0.0,0.0
FR,FR812,UD05,2030,0.0,0.0
FR,FR812,UD06,2012,0.0,0.0
FR,FR812,UD06,2020,0.0,0.0
FR,FR812,UD06,2030,0.0,0.0
FR,FR812,UD07,2012,0.0,0.0
FR,FR812,UD07,2020,0.0,0.0
FR,FR812,UD07,2030,0.0,0.0
FR,FR812,UD08,2012,0.0,0.0
FR,FR812,UD08,2020,0.0,0.0
FR,FR812,UD08,2030,0.0,0.0
FR,FR813,BASE,2012,0.0,3.57167836559812
FR,FR813,BASE,2020,0.0,3.32792212441647
FR,FR813,BASE,2030,0.0,4.15482274039298
FR,FR813,HIGH,2012,0.0,0.0
FR,FR813,HIGH,2020,0.0,0.0
FR,FR813,HIGH,2030,0.0,0.0
FR,FR813,TECH,2012,0.0,3.57167836559812
FR,FR813,TECH,2020,0.0,3.32792212441647
FR,FR813,TECH,2030,0.0,4.15482274039298
FR,FR813,UD01,2012,0.0,3.57167836559812
FR,FR813,UD01,2020,0.0,3.32792212441647
FR,FR813,UD01,2030,0.0,4.15482274039298
FR,FR813,UD02,2012,0.0,3.57167836559812
FR,FR813,UD02,2020,0.0,3.32792212441647
FR,FR813,UD02,2030,0.0,4.15482274039298
FR,FR813,UD03,2012,0.0,0.0
FR,FR813,UD03,2020,0.0,0.0
FR,FR813,UD03,2030,0.0,0.0
FR,FR813,UD04,2012,0.0,0.0
FR,FR813,UD04,2020,0.0,0.0
FR,FR813,UD04,2030,0.0,0.0
FR,FR813,UD05,2012,0.0,0.0
FR,FR813,UD05,2020,0.0,0.0
FR,FR813,UD05,2030,0.0,0.0
FR,FR813,UD06,2012,0.0,0.0
FR,FR813,UD06,2020,0.0,0.0
FR,FR813,UD06,2030,0.0,0.0
FR,FR813,UD07,2012,0.0,0.0
FR,FR813,UD07,2020,0.0,0.0
FR,FR813,UD07,2030,0.0,0.0
FR,FR813,UD08,2012,0.0,0.0
FR,FR813,UD08,2020,0.0,0.0
FR,FR813,UD08,2030,0.0,0.0
FR,FR814,BASE,2012,0.0,3.48374366187928
FR,FR814,BASE,2020,0.0,3.2459886981514923
FR,FR814,BASE,2030,0.0,4.05253102504711
FR,FR814,HIGH,2012,0.0,0.0
FR,FR814,HIGH,2020,0.0,0.0
FR,FR814,HIGH,2030,0.0,0.0
FR,FR814,TECH,2012,0.0,3.48374366187928
FR,FR814,TECH,2020,0.0,3.2459886981514923
FR,FR814,TECH,2030,0.0,4.05253102504711
FR,FR814,UD01,2012,0.0,3.48374366187928
FR,FR814,UD01,2020,0.0,3.2459886981514923
FR,FR814,UD01,2030,0.0,4.05253102504711
FR,FR814,UD02,2012,0.0,3.48374366187928
FR,FR814,UD02,2020,0.0,3.2459886981514923
FR,FR814,UD02,2030,0.0,4.05253102504711
FR,FR814,UD03,2012,0.0,0.0
FR,FR814,UD03,2020,0.0,0.0
FR,FR814,UD03,2030,0.0,0.0
FR,FR814,UD04,2012,0.0,0.0
FR,FR814,UD04,2020,0.0,0.0
FR,FR814,UD04,2030,0.0,0.0
FR,FR814,UD05,2012,0.0,0.0
FR,FR814,UD05,2020,0.0,0.0
FR,FR814,UD05,2030,0.0,0.0
FR,FR814,UD06,2012,0.0,0.0
FR,FR814,UD06,2020,0.0,0.0
FR,FR814,UD06,2030,0.0,0.0
FR,FR814,UD07,2012,0.0,0.0
FR,FR814,UD07,2020,0.0,0.0
FR,FR814,UD07,2030,0.0,0.0
FR,FR814,UD08,2012,0.0,0.0
FR,FR814,UD08,2020,0.0,0.0
FR,FR814,UD08,2030,0.0,0.0
FR,FR815,BASE,2012,1.96436365958295,2.6775872523168687
FR,FR815,BASE,2020,1.88578911319964,2.494850024254234
FR,FR815,BASE,2030,1.88578911319964,3.114754260200435
FR,FR815,HIGH,2012,0.0,0.0
FR,FR815,HIGH,2020,0.0,0.0
FR,FR815,HIGH,2030,0.0,0.0
FR,FR815,TECH,2012,1.96436365958295,2.6775872523168687
FR,FR815,TECH,2020,1.88578911319964,2.494850024254234
FR,FR815,TECH,2030,1.88578911319964,3.114754260200435
FR,FR815,UD01,2012,1.96436365958295,2.6775872523168687
FR,FR815,UD01,2020,1.88578911319964,2.494850024254234
FR,FR815,UD01,2030,1.88578911319964,3.114754260200435
FR,FR815,UD02,2012,0.0,2.6775872523168687
FR,FR815,UD02,2020,0.0,2.494850024254234
FR,FR815,UD02,2030,0.0,3.114754260200435
FR,FR815,UD03,2012,0.0,0.0
FR,FR815,UD03,2020,0.0,0.0
FR,FR815,UD03,2030,0.0,0.0
FR,FR815,UD04,2012,0.0,0.0
FR,FR815,UD04,2020,0.0,0.0
FR,FR815,UD04,2030,0.0,0.0
FR,FR815,UD05,2012,0.0,0.0
FR,FR815,UD05,2020,0.0,0.0
FR,FR815,UD05,2030,0.0,0.0
FR,FR815,UD06,2012,0.0,0.0
FR,FR815,UD06,2020,0.0,0.0
FR,FR815,UD06,2030,0.0,0.0
FR,FR815,UD07,2012,0.0,0.0
FR,FR815,UD07,2020,0.0,0.0
FR,FR815,UD07,2030,0.0,0.0
FR,FR815,UD08,2012,0.0,0.0
FR,FR815,UD08,2020,0.0,0.0
FR,FR815,UD08,2030,0.0,0.0
FR,FR821,BASE,2012,0.0,6.87442394907481
FR,FR821,BASE,2020,0.0,6.405265315347999
FR,FR821,BASE,2030,0.0,7.99680431077536
FR,FR821,HIGH,2012,0.0,0.0
FR,FR821,HIGH,2020,0.0,0.0
FR,FR821,HIGH,2030,0.0,0.0
FR,FR821,TECH,2012,0.0,6.87442394907481
FR,FR821,TECH,2020,0.0,6.405265315347999
FR,FR821,TECH,2030,0.0,7.99680431077536
FR,FR821,UD01,2012,0.0,6.87442394907481
FR,FR821,UD01,2020,0.0,6.405265315347999
FR,FR821,UD01,2030,0.0,7.99680431077536
FR,FR821,UD02,2012,0.0,6.87442394907481
FR,FR821,UD02,2020,0.0,6.405265315347999
FR,FR821,UD02,2030,0.0,7.99680431077536
FR,FR821,UD03,2012,0.0,0.0
FR,FR821,UD03,2020,0.0,0.0
FR,FR821,UD03,2030,0.0,0.0
FR,FR821,UD04,2012,0.0,0.0
FR,FR821,UD04,2020,0.0,0.0
FR,FR821,UD04,2030,0.0,0.0
FR,FR821,UD05,2012,0.0,0.0
FR,FR821,UD05,2020,0.0,0.0
FR,FR821,UD05,2030,0.0,0.0
FR,FR821,UD06,2012,0.0,0.0
FR,FR821,UD06,2020,0.0,0.0
FR,FR821,UD06,2030,0.0,0.0
FR,FR821,UD07,2012,0.0,0.0
FR,FR821,UD07,2020,0.0,0.0
FR,FR821,UD07,2030,0.0,0.0
FR,FR821,UD08,2012,0.0,0.0
FR,FR821,UD08,2020,0.0,0.0
FR,FR821,UD08,2030,0.0,0.0
FR,FR822,BASE,2012,0.0,4.3730799742836
FR,FR822,BASE,2020,0.0,4.07463049820944
FR,FR822,BASE,2030,0.0,5.0870683927521
FR,FR822,HIGH,2012,0.0,0.0
FR,FR822,HIGH,2020,0.0,0.0
FR,FR822,HIGH,2030,0.0,0.0
FR,FR822,TECH,2012,0.0,4.3730799742836
FR,FR822,TECH,2020,0.0,4.07463049820944
FR,FR822,TECH,2030,0.0,5.0870683927521
FR,FR822,UD01,2012,0.0,4.3730799742836
FR,FR822,UD01,2020,0.0,4.07463049820944
FR,FR822,UD01,2030,0.0,5.0870683927521
FR,FR822,UD02,2012,0.0,4.3730799742836
FR,FR822,UD02,2020,0.0,4.07463049820944
FR,FR822,UD02,2030,0.0,5.0870683927521
FR,FR822,UD03,2012,0.0,0.0
FR,FR822,UD03,2020,0.0,0.0
FR,FR822,UD03,2030,0.0,0.0
FR,FR822,UD04,2012,0.0,0.0
FR,FR822,UD04,2020,0.0,0.0
FR,FR822,UD04,2030,0.0,0.0
FR,FR822,UD05,2012,0.0,0.0
FR,FR822,UD05,2020,0.0,0.0
FR,FR822,UD05,2030,0.0,0.0
FR,FR822,UD06,2012,0.0,0.0
FR,FR822,UD06,2020,0.0,0.0
FR,FR822,UD06,2030,0.0,0.0
FR,FR822,UD07,2012,0.0,0.0
FR,FR822,UD07,2020,0.0,0.0
FR,FR822,UD07,2030,0.0,0.0
FR,FR822,UD08,2012,0.0,0.0
FR,FR822,UD08,2020,0.0,0.0
FR,FR822,UD08,2030,0.0,0.0
FR,FR823,BASE,2012,0.0,4.52222984577962
FR,FR823,BASE,2020,0.0,4.21360134227715
FR,FR823,BASE,2030,0.0,5.26056981544098
FR,FR823,HIGH,2012,0.0,0.0
FR,FR823,HIGH,2020,0.0,0.0
FR,FR823,HIGH,2030,0.0,0.0
FR,FR823,TECH,2012,0.0,4.52222984577962
FR,FR823,TECH,2020,0.0,4.21360134227715
FR,FR823,TECH,2030,0.0,5.26056981544098
FR,FR823,UD01,2012,0.0,4.52222984577962
FR,FR823,UD01,2020,0.0,4.21360134227715
FR,FR823,UD01,2030,0.0,5.26056981544098
FR,FR823,UD02,2012,0.0,4.52222984577962
FR,FR823,UD02,2020,0.0,4.21360134227715
FR,FR823,UD02,2030,0.0,5.26056981544098
FR,FR823,UD03,2012,0.0,0.0
FR,FR823,UD03,2020,0.0,0.0
FR,FR823,UD03,2030,0.0,0.0
FR,FR823,UD04,2012,0.0,0.0
FR,FR823,UD04,2020,0.0,0.0
FR,FR823,UD04,2030,0.0,0.0
