country,nuts3,potential,year,bark_kton,sawdust_kton
DE,DE40D,UD05,2012,0.0,0.0
DE,DE40D,UD05,2020,0.0,0.0
DE,DE40D,UD05,2030,0.0,0.0
DE,DE40D,UD06,2012,0.0,0.0
DE,DE40D,UD06,2020,0.0,0.0
DE,DE40D,UD06,2030,0.0,0.0
DE,DE40D,UD07,2012,0.0,0.0
DE,DE40D,UD07,2020,0.0,0.0
DE,DE40D,UD07,2030,0.0,0.0
DE,DE40D,UD08,2012,0.0,0.0
DE,DE40D,UD08,2020,0.0,0.0
DE,DE40D,UD08,2030,0.0,0.0
DE,DE40E,BASE,2012,0.0,21.6458148797565
DE,DE40E,BASE,2020,0.0,20.64801229458365
DE,DE40E,BASE,2030,0.0,20.15536901797318
DE,DE40E,HIGH,2012,0.0,0.0
DE,DE40E,HIGH,2020,0.0,0.0
DE,DE40E,HIGH,2030,0.0,0.0
DE,DE40E,TECH,2012,0.0,21.6458148797565
DE,DE40E,TECH,2020,0.0,20.64801229458365
DE,DE40E,TECH,2030,0.0,20.15536901797318
DE,DE40E,UD01,2012,0.0,21.6458148797565
DE,DE40E,UD01,2020,0.0,20.64801229458365
DE,DE40E,UD01,2030,0.0,20.15536901797318
DE,DE40E,UD02,2012,0.0,21.6458148797565
DE,DE40E,UD02,2020,0.0,20.64801229458365
DE,DE40E,UD02,2030,0.0,20.15536901797318
DE,DE40E,UD03,2012,0.0,0.0
DE,DE40E,UD03,2020,0.0,0.0
DE,DE40E,UD03,2030,0.0,0.0
DE,DE40E,UD04,2012,0.0,0.0
DE,DE40E,UD04,2020,0.0,0.0
DE,DE40E,UD04,2030,0.0,0.0
DE,DE40E,UD05,2012,0.0,0.0
DE,DE40E,UD05,2020,0.0,0.0
DE,DE40E,UD05,2030,0.0,0.0
DE,DE40E,UD06,2012,0.0,0.0
DE,DE40E,UD06,2020,0.0,0.0
DE,DE40E,UD06,2030,0.0,0.0
DE,DE40E,UD07,2012,0.0,0.0
DE,DE40E,UD07,2020,0.0,0.0
DE,DE40E,UD07,2030,0.0,0.0
DE,DE40E,UD08,2012,0.0,0.0
DE,DE40E,UD08,2020,0.0,0.0
DE,DE40E,UD08,2030,0.0,0.0
DE,DE40F,BASE,2012,0.0,9.753731382832461
DE,DE40F,BASE,2020,0.0,9.304115674533453
DE,DE40F,BASE,2030,0.0,9.082127719156865
DE,DE40F,HIGH,2012,0.0,0.0
DE,DE40F,HIGH,2020,0.0,0.0
DE,DE40F,HIGH,2030,0.0,0.0
DE,DE40F,TECH,2012,0.0,9.753731382832461
DE,DE40F,TECH,2020,0.0,9.304115674533453
DE,DE40F,TECH,2030,0.0,9.082127719156865
DE,DE40F,UD01,2012,0.0,9.753731382832461
DE,DE40F,UD01,2020,0.0,9.304115674533453
DE,DE40F,UD01,2030,0.0,9.082127719156865
DE,DE40F,UD02,2012,0.0,9.753731382832461
DE,DE40F,UD02,2020,0.0,9.304115674533453
DE,DE40F,UD02,2030,0.0,9.082127719156865
DE,DE40F,UD03,2012,0.0,0.0
DE,DE40F,UD03,2020,0.0,0.0
DE,DE40F,UD03,2030,0.0,0.0
DE,DE40F,UD04,2012,0.0,0.0
DE,DE40F,UD04,2020,0.0,0.0
DE,DE40F,UD04,2030,0.0,0.0
DE,DE40F,UD05,2012,0.0,0.0
DE,DE40F,UD05,2020,0.0,0.0
DE,DE40F,UD05,2030,0.0,0.0
DE,DE40F,UD06,2012,0.0,0.0
DE,DE40F,UD06,2020,0.0,0.0
DE,DE40F,UD06,2030,0.0,0.0
DE,DE40F,UD07,2012,0.0,0.0
DE,DE40F,UD07,2020,0.0,0.0
DE,DE40F,UD07,2030,0.0,0.0
DE,DE40F,UD08,2012,0.0,0.0
DE,DE40F,UD08,2020,0.0,0.0
DE,DE40F,UD08,2030,0.0,0.0
DE,DE40G,BASE,2012,4.31010465194002,13.281188339699263
DE,DE40G,BASE,2020,4.55147051244866,12.668968188453665
DE,DE40G,BASE,2030,4.55147051244866,12.366697833777897
DE,DE40G,HIGH,2012,0.0,0.0
DE,DE40G,HIGH,2020,0.0,0.0
DE,DE40G,HIGH,2030,0.0,0.0
DE,DE40G,TECH,2012,4.31010465194002,13.281188339699263
DE,DE40G,TECH,2020,4.55147051244866,12.668968188453665
DE,DE40G,TECH,2030,4.55147051244866,12.366697833777897
DE,DE40G,UD01,2012,4.31010465194002,13.281188339699263
DE,DE40G,UD01,2020,4.55147051244866,12.668968188453665
DE,DE40G,UD01,2030,4.55147051244866,12.366697833777897
DE,DE40G,UD02,2012,0.0,13.281188339699263
DE,DE40G,UD02,2020,0.0,12.668968188453665
DE,DE40G,UD02,2030,0.0,12.366697833777897
DE,DE40G,UD03,2012,0.0,0.0
DE,DE40G,UD03,2020,0.0,0.0
DE,DE40G,UD03,2030,0.0,0.0
DE,DE40G,UD04,2012,0.0,0.0
DE,DE40G,UD04,2020,0.0,0.0
DE,DE40G,UD04,2030,0.0,0.0
DE,DE40G,UD05,2012,0.0,0.0
DE,DE40G,UD05,2020,0.0,0.0
DE,DE40G,UD05,2030,0.0,0.0
DE,DE40G,UD06,2012,0.0,0.0
DE,DE40G,UD06,2020,0.0,0.0
DE,DE40G,UD06,2030,0.0,0.0
DE,DE40G,UD07,2012,0.0,0.0
DE,DE40G,UD07,2020,0.0,0.0
DE,DE40G,UD07,2030,0.0,0.0
DE,DE40G,UD08,2012,0.0,0.0
DE,DE40G,UD08,2020,0.0,0.0
DE,DE40G,UD08,2030,0.0,0.0
DE,DE40H,BASE,2012,0.0,14.938233224839848
DE,DE40H,BASE,2020,0.0,14.249628623328723
DE,DE40H,BASE,2030,0.0,13.90964511134085
DE,DE40H,HIGH,2012,0.0,0.0
DE,DE40H,HIGH,2020,0.0,0.0
DE,DE40H,HIGH,2030,0.0,0.0
DE,DE40H,TECH,2012,0.0,14.938233224839848
DE,DE40H,TECH,2020,0.0,14.249628623328723
DE,DE40H,TECH,2030,0.0,13.90964511134085
DE,DE40H,UD01,2012,0.0,14.938233224839848
DE,DE40H,UD01,2020,0.0,14.249628623328723
DE,DE40H,UD01,2030,0.0,13.90964511134085
DE,DE40H,UD02,2012,0.0,14.938233224839848
DE,DE40H,UD02,2020,0.0,14.249628623328723
DE,DE40H,UD02,2030,0.0,13.90964511134085
DE,DE40H,UD03,2012,0.0,0.0
DE,DE40H,UD03,2020,0.0,0.0
DE,DE40H,UD03,2030,0.0,0.0
DE,DE40H,UD04,2012,0.0,0.0
DE,DE40H,UD04,2020,0.0,0.0
DE,DE40H,UD04,2030,0.0,0.0
DE,DE40H,UD05,2012,0.0,0.0
DE,DE40H,UD05,2020,0.0,0.0
DE,DE40H,UD05,2030,0.0,0.0
DE,DE40H,UD06,2012,0.0,0.0
DE,DE40H,UD06,2020,0.0,0.0
DE,DE40H,UD06,2030,0.0,0.0
DE,DE40H,UD07,2012,0.0,0.0
DE,DE40H,UD07,2020,0.0,0.0
DE,DE40H,UD07,2030,0.0,0.0
DE,DE40H,UD08,2012,0.0,0.0
DE,DE40H,UD08,2020,0.0,0.0
DE,DE40H,UD08,2030,0.0,0.0
DE,DE40I,BASE,2012,4.31010465194002,14.783469699889096
DE,DE40I,BASE,2020,4.55147051244866,14.10199920010353
DE,DE40I,BASE,2030,4.55147051244866,13.765537995335613
DE,DE40I,HIGH,2012,0.0,0.0
DE,DE40I,HIGH,2020,0.0,0.0
DE,DE40I,HIGH,2030,0.0,0.0
DE,DE40I,TECH,2012,4.31010465194002,14.783469699889096
DE,DE40I,TECH,2020,4.55147051244866,14.10199920010353
DE,DE40I,TECH,2030,4.55147051244866,13.765537995335613
DE,DE40I,UD01,2012,4.31010465194002,14.783469699889096
DE,DE40I,UD01,2020,4.55147051244866,14.10199920010353
DE,DE40I,UD01,2030,4.55147051244866,13.765537995335613
DE,DE40I,UD02,2012,0.0,14.783469699889096
DE,DE40I,UD02,2020,0.0,14.10199920010353
DE,DE40I,UD02,2030,0.0,13.765537995335613
DE,DE40I,UD03,2012,0.0,0.0
DE,DE40I,UD03,2020,0.0,0.0
DE,DE40I,UD03,2030,0.0,0.0
DE,DE40I,UD04,2012,0.0,0.0
DE,DE40I,UD04,2020,0.0,0.0
DE,DE40I,UD04,2030,0.0,0.0
DE,DE40I,UD05,2012,0.0,0.0
DE,DE40I,UD05,2020,0.0,0.0
DE,DE40I,UD05,2030,0.0,0.0
DE,DE40I,UD06,2012,0.0,0.0
DE,DE40I,UD06,2020,0.0,0.0
DE,DE40I,UD06,2030,0.0,0.0
DE,DE40I,UD07,2012,0.0,0.0
DE,DE40I,UD07,2020,0.0,0.0
DE,DE40I,UD07,2030,0.0,0.0
DE,DE40I,UD08,2012,0.0,0.0
DE,DE40I,UD08,2020,0.0,0.0
DE,DE40I,UD08,2030,0.0,0.0
DE,DE501,BASE,2012,0.0,6.5687519838985455
DE,DE501,BASE,2020,0.0,6.265953602442261
DE,DE501,BASE,2030,0.0,6.116453501911697
DE,DE501,HIGH,2012,0.0,0.0
DE,DE501,HIGH,2020,0.0,0.0
DE,DE501,HIGH,2030,0.0,0.0
DE,DE501,TECH,2012,0.0,6.5687519838985455
DE,DE501,TECH,2020,0.0,6.265953602442261
DE,DE501,TECH,2030,0.0,6.116453501911697
DE,DE501,UD01,2012,0.0,6.5687519838985455
DE,DE501,UD01,2020,0.0,6.265953602442261
DE,DE501,UD01,2030,0.0,6.116453501911697
DE,DE501,UD02,2012,0.0,6.5687519838985455
DE,DE501,UD02,2020,0.0,6.265953602442261
DE,DE501,UD02,2030,0.0,6.116453501911697
DE,DE501,UD03,2012,0.0,0.0
DE,DE501,UD03,2020,0.0,0.0
DE,DE501,UD03,2030,0.0,0.0
DE,DE501,UD04,2012,0.0,0.0
DE,DE501,UD04,2020,0.0,0.0
DE,DE501,UD04,2030,0.0,0.0
DE,DE501,UD05,2012,0.0,0.0
DE,DE501,UD05,2020,0.0,0.0
DE,DE501,UD05,2030,0.0,0.0
DE,DE501,UD06,2012,0.0,0.0
DE,DE501,UD06,2020,0.0,0.0
DE,DE501,UD06,2030,0.0,0.0
DE,DE501,UD07,2012,0.0,0.0
DE,DE501,UD07,2020,0.0,0.0
DE,DE501,UD07,2030,0.0,0.0
DE,DE501,UD08,2012,0.0,0.0
DE,DE501,UD08,2020,0.0,0.0
DE,DE501,UD08,2030,0.0,0.0
DE,DE502,BASE,2012,0.0,1.414431813663968
DE,DE502,BASE,2020,0.0,1.349231047231084
DE,DE502,BASE,2030,0.0,1.317039590032708
DE,DE502,HIGH,2012,0.0,0.0
DE,DE502,HIGH,2020,0.0,0.0
DE,DE502,HIGH,2030,0.0,0.0
DE,DE502,TECH,2012,0.0,1.414431813663968
DE,DE502,TECH,2020,0.0,1.349231047231084
DE,DE502,TECH,2030,0.0,1.317039590032708
DE,DE502,UD01,2012,0.0,1.414431813663968
DE,DE502,UD01,2020,0.0,1.349231047231084
DE,DE502,UD01,2030,0.0,1.317039590032708
DE,DE502,UD02,2012,0.0,1.414431813663968
DE,DE502,UD02,2020,0.0,1.349231047231084
DE,DE502,UD02,2030,0.0,1.317039590032708
DE,DE502,UD03,2012,0.0,0.0
DE,DE502,UD03,2020,0.0,0.0
DE,DE502,UD03,2030,0.0,0.0
DE,DE502,UD04,2012,0.0,0.0
DE,DE502,UD04,2020,0.0,0.0
DE,DE502,UD04,2030,0.0,0.0
DE,DE502,UD05,2012,0.0,0.0
DE,DE502,UD05,2020,0.0,0.0
DE,DE502,UD05,2030,0.0,0.0
DE,DE502,UD06,2012,0.0,0.0
DE,DE502,UD06,2020,0.0,0.0
DE,DE502,UD06,2030,0.0,0.0
DE,DE502,UD07,2012,0.0,0.0
DE,DE502,UD07,2020,0.0,0.0
DE,DE502,UD07,2030,0.0,0.0
DE,DE502,UD08,2012,0.0,0.0
DE,DE502,UD08,2020,0.0,0.0
DE,DE502,UD08,2030,0.0,0.0
DE,DE600,BASE,2012,0.0,5.313476143339082
DE,DE600,BASE,2020,0.0,5.06854194882946
DE,DE600,BASE,2030,0.0,4.947611029296637
DE,DE600,HIGH,2012,0.0,0.0
DE,DE600,HIGH,2020,0.0,0.0
DE,DE600,HIGH,2030,0.0,0.0
DE,DE600,TECH,2012,0.0,5.313476143339082
DE,DE600,TECH,2020,0.0,5.06854194882946
DE,DE600,TECH,2030,0.0,4.947611029296637
DE,DE600,UD01,2012,0.0,5.313476143339082
DE,DE600,UD01,2020,0.0,5.06854194882946
DE,DE600,UD01,2030,0.0,4.947611029296637
DE,DE600,UD02,2012,0.0,5.313476143339082
DE,DE600,UD02,2020,0.0,5.06854194882946
DE,DE600,UD02,2030,0.0,4.947611029296637
DE,DE600,UD03,2012,0.0,0.0
DE,DE600,UD03,2020,0.0,0.0
DE,DE600,UD03,2030,0.0,0.0
DE,DE600,UD04,2012,0.0,0.0
DE,DE600,UD04,2020,0.0,0.0
DE,DE600,UD04,2030,0.0,0.0
DE,DE600,UD05,2012,0.0,0.0
DE,DE600,UD05,2020,0.0,0.0
DE,DE600,UD05,2030,0.0,0.0
DE,DE600,UD06,2012,0.0,0.0
DE,DE600,UD06,2020,0.0,0.0
DE,DE600,UD06,2030,0.0,0.0
DE,DE600,UD07,2012,0.0,0.0
DE,DE600,UD07,2020,0.0,0.0
DE,DE600,UD07,2030,0.0,0.0
DE,DE600,UD08,2012,0.0,0.0
DE,DE600,UD08,2020,0.0,0.0
DE,DE600,UD08,2030,0.0,0.0
DE,DE711,BASE,2012,2.15506881211453,0.786494567184659
DE,DE711,BASE,2020,2.27575266559295,0.7502396922021
DE,DE711,BASE,2030,2.27575266559295,0.7323396379529731
DE,DE711,HIGH,2012,0.0,0.0
DE,DE711,HIGH,2020,0.0,0.0
DE,DE711,HIGH,2030,0.0,0.0
DE,DE711,TECH,2012,2.15506881211453,0.786494567184659
DE,DE711,TECH,2020,2.27575266559295,0.7502396922021
DE,DE711,TECH,2030,2.27575266559295,0.7323396379529731
DE,DE711,UD01,2012,2.15506881211453,0.786494567184659
DE,DE711,UD01,2020,2.27575266559295,0.7502396922021
DE,DE711,UD01,2030,2.27575266559295,0.7323396379529731
DE,DE711,UD02,2012,0.0,0.786494567184659
DE,DE711,UD02,2020,0.0,0.7502396922021
DE,DE711,UD02,2030,0.0,0.7323396379529731
DE,DE711,UD03,2012,0.0,0.0
DE,DE711,UD03,2020,0.0,0.0
DE,DE711,UD03,2030,0.0,0.0
DE,DE711,UD04,2012,0.0,0.0
DE,DE711,UD04,2020,0.0,0.0
DE,DE711,UD04,2030,0.0,0.0
DE,DE711,UD05,2012,0.0,0.0
DE,DE711,UD05,2020,0.0,0.0
DE,DE711,UD05,2030,0.0,0.0
DE,DE711,UD06,2012,0.0,0.0
DE,DE711,UD06,2020,0.0,0.0
DE,DE711,UD06,2030,0.0,0.0
DE,DE711,UD07,2012,0.0,0.0
DE,DE711,UD07,2020,0.0,0.0
DE,DE711,UD07,2030,0.0,0.0
DE,DE711,UD08,2012,0.0,0.0
DE,DE711,UD08,2020,0.0,0.0
DE,DE711,UD08,2030,0.0,0.0
DE,DE712,BASE,2012,0.0,0.937608198070721
DE,DE712,BASE,2020,0.0,0.89438746976314
DE,DE712,BASE,2030,0.0,0.873048177274484
DE,DE712,HIGH,2012,0.0,0.0
DE,DE712,HIGH,2020,0.0,0.0
DE,DE712,HIGH,2030,0.0,0.0
DE,DE712,TECH,2012,0.0,0.937608198070721
DE,DE712,TECH,2020,0.0,0.89438746976314
DE,DE712,TECH,2030,0.0,0.873048177274484
DE,DE712,UD01,2012,0.0,0.937608198070721
DE,DE712,UD01,2020,0.0,0.89438746976314
DE,DE712,UD01,2030,0.0,0.873048177274484
DE,DE712,UD02,2012,0.0,0.937608198070721
DE,DE712,UD02,2020,0.0,0.89438746976314
DE,DE712,UD02,2030,0.0,0.873048177274484
DE,DE712,UD03,2012,0.0,0.0
DE,DE712,UD03,2020,0.0,0.0
DE,DE712,UD03,2030,0.0,0.0
DE,DE712,UD04,2012,0.0,0.0
DE,DE712,UD04,2020,0.0,0.0
DE,DE712,UD04,2030,0.0,0.0
DE,DE712,UD05,2012,0.0,0.0
DE,DE712,UD05,2020,0.0,0.0
DE,DE712,UD05,2030,0.0,0.0
DE,DE712,UD06,2012,0.0,0.0
DE,DE712,UD06,2020,0.0,0.0
DE,DE712,UD06,2030,0.0,0.0
DE,DE712,UD07,2012,0.0,0.0
DE,DE712,UD07,2020,0.0,0.0
DE,DE712,UD07,2030,0.0,0.0
DE,DE712,UD08,2012,0.0,0.0
DE,DE712,UD08,2020,0.0,0.0
DE,DE712,UD08,2030,0.0,0.0
DE,DE713,BASE,2012,0.0,0.230869486379426
DE,DE713,BASE,2020,0.0,0.220227144124049
DE,DE713,BASE,2030,0.0,0.21497271961422398
DE,DE713,HIGH,2012,0.0,0.0
DE,DE713,HIGH,2020,0.0,0.0
DE,DE713,HIGH,2030,0.0,0.0
DE,DE713,TECH,2012,0.0,0.230869486379426
DE,DE713,TECH,2020,0.0,0.220227144124049
DE,DE713,TECH,2030,0.0,0.21497271961422398
DE,DE713,UD01,2012,0.0,0.230869486379426
DE,DE713,UD01,2020,0.0,0.220227144124049
DE,DE713,UD01,2030,0.0,0.21497271961422398
DE,DE713,UD02,2012,0.0,0.230869486379426
DE,DE713,UD02,2020,0.0,0.220227144124049
DE,DE713,UD02,2030,0.0,0.21497271961422398
DE,DE713,UD03,2012,0.0,0.0
DE,DE713,UD03,2020,0.0,0.0
DE,DE713,UD03,2030,0.0,0.0
DE,DE713,UD04,2012,0.0,0.0
DE,DE713,UD04,2020,0.0,0.0
DE,DE713,UD04,2030,0.0,0.0
DE,DE713,UD05,2012,0.0,0.0
DE,DE713,UD05,2020,0.0,0.0
DE,DE713,UD05,2030,0.0,0.0
DE,DE713,UD06,2012,0.0,0.0
DE,DE713,UD06,2020,0.0,0.0
DE,DE713,UD06,2030,0.0,0.0
DE,DE713,UD07,2012,0.0,0.0
DE,DE713,UD07,2020,0.0,0.0
DE,DE713,UD07,2030,0.0,0.0
DE,DE713,UD08,2012,0.0,0.0
DE,DE713,UD08,2020,0.0,0.0
DE,DE713,UD08,2030,0.0,0.0
DE,DE714,BASE,2012,0.0,0.855031002150937
DE,DE714,BASE,2020,0.0,0.815616817511165
DE,DE714,BASE,2030,0.0,0.796156922984527
DE,DE714,HIGH,2012,0.0,0.0
DE,DE714,HIGH,2020,0.0,0.0
DE,DE714,HIGH,2030,0.0,0.0
DE,DE714,TECH,2012,0.0,0.855031002150937
DE,DE714,TECH,2020,0.0,0.815616817511165
DE,DE714,TECH,2030,0.0,0.796156922984527
DE,DE714,UD01,2012,0.0,0.855031002150937
DE,DE714,UD01,2020,0.0,0.815616817511165
DE,DE714,UD01,2030,0.0,0.796156922984527
DE,DE714,UD02,2012,0.0,0.855031002150937
DE,DE714,UD02,2020,0.0,0.815616817511165
DE,DE714,UD02,2030,0.0,0.796156922984527
DE,DE714,UD03,2012,0.0,0.0
DE,DE714,UD03,2020,0.0,0.0
DE,DE714,UD03,2030,0.0,0.0
DE,DE714,UD04,2012,0.0,0.0
DE,DE714,UD04,2020,0.0,0.0
DE,DE714,UD04,2030,0.0,0.0
DE,DE714,UD05,2012,0.0,0.0
DE,DE714,UD05,2020,0.0,0.0
DE,DE714,UD05,2030,0.0,0.0
DE,DE714,UD06,2012,0.0,0.0
DE,DE714,UD06,2020,0.0,0.0
DE,DE714,UD06,2030,0.0,0.0
DE,DE714,UD07,2012,0.0,0.0
DE,DE714,UD07,2020,0.0,0.0
DE,DE714,UD07,2030,0.0,0.0
DE,DE714,UD08,2012,0.0,0.0
DE,DE714,UD08,2020,0.0,0.0
DE,DE714,UD08,2030,0.0,0.0
DE,DE715,BASE,2012,2.15506881211453,3.8929269691116
DE,DE715,BASE,2020,2.27575266559295,3.713475531720759
DE,DE715,BASE,2030,2.27575266559295,3.624875296140718
DE,DE715,HIGH,2012,0.0,0.0
DE,DE715,HIGH,2020,0.0,0.0
DE,DE715,HIGH,2030,0.0,0.0
DE,DE715,TECH,2012,2.15506881211453,3.8929269691116
DE,DE715,TECH,2020,2.27575266559295,3.713475531720759
DE,DE715,TECH,2030,2.27575266559295,3.624875296140718
DE,DE715,UD01,2012,2.15506881211453,3.8929269691116
DE,DE715,UD01,2020,2.27575266559295,3.713475531720759
DE,DE715,UD01,2030,2.27575266559295,3.624875296140718
DE,DE715,UD02,2012,0.0,3.8929269691116
DE,DE715,UD02,2020,0.0,3.713475531720759
DE,DE715,UD02,2030,0.0,3.624875296140718
DE,DE715,UD03,2012,0.0,0.0
DE,DE715,UD03,2020,0.0,0.0
DE,DE715,UD03,2030,0.0,0.0
DE,DE715,UD04,2012,0.0,0.0
DE,DE715,UD04,2020,0.0,0.0
DE,DE715,UD04,2030,0.0,0.0
DE,DE715,UD05,2012,0.0,0.0
DE,DE715,UD05,2020,0.0,0.0
DE,DE715,UD05,2030,0.0,0.0
DE,DE715,UD06,2012,0.0,0.0
DE,DE715,UD06,2020,0.0,0.0
DE,DE715,UD06,2030,0.0,0.0
DE,DE715,UD07,2012,0.0,0.0
DE,DE715,UD07,2020,0.0,0.0
DE,DE715,UD07,2030,0.0,0.0
DE,DE715,UD08,2012,0.0,0.0
DE,DE715,UD08,2020,0.0,0.0
DE,DE715,UD08,2030,0.0,0.0
DE,DE716,BASE,2012,2.15506881211453,2.954386174372379
DE,DE716,BASE,2020,2.27575266559295,2.8181984550019994
DE,DE716,BASE,2030,2.27575266559295,2.750958737144265
DE,DE716,HIGH,2012,0.0,0.0
DE,DE716,HIGH,2020,0.0,0.0
DE,DE716,HIGH,2030,0.0,0.0
DE,DE716,TECH,2012,2.15506881211453,2.954386174372379
DE,DE716,TECH,2020,2.27575266559295,2.8181984550019994
DE,DE716,TECH,2030,2.27575266559295,2.750958737144265
DE,DE716,UD01,2012,2.15506881211453,2.954386174372379
DE,DE716,UD01,2020,2.27575266559295,2.8181984550019994
DE,DE716,UD01,2030,2.27575266559295,2.750958737144265
DE,DE716,UD02,2012,0.0,2.954386174372379
DE,DE716,UD02,2020,0.0,2.8181984550019994
DE,DE716,UD02,2030,0.0,2.750958737144265
DE,DE716,UD03,2012,0.0,0.0
DE,DE716,UD03,2020,0.0,0.0
DE,DE716,UD03,2030,0.0,0.0
DE,DE716,UD04,2012,0.0,0.0
DE,DE716,UD04,2020,0.0,0.0
DE,DE716,UD04,2030,0.0,0.0
DE,DE716,UD05,2012,0.0,0.0
DE,DE716,UD05,2020,0.0,0.0
DE,DE716,UD05,2030,0.0,0.0
DE,DE716,UD06,2012,0.0,0.0
DE,DE716,UD06,2020,0.0,0.0
DE,DE716,UD06,2030,0.0,0.0
DE,DE716,UD07,2012,0.0,0.0
DE,DE716,UD07,2020,0.0,0.0
DE,DE716,UD07,2030,0.0,0.0
DE,DE716,UD08,2012,0.0,0.0
DE,DE716,UD08,2020,0.0,0.0
DE,DE716,UD08,2030,0.0,0.0
DE,DE717,BASE,2012,0.0,1.441318730996196
DE,DE717,BASE,2020,0.0,1.374878563978471
DE,DE717,BASE,2030,0.0,1.342075179757429
DE,DE717,HIGH,2012,0.0,0.0
DE,DE717,HIGH,2020,0.0,0.0
DE,DE717,HIGH,2030,0.0,0.0
DE,DE717,TECH,2012,0.0,1.441318730996196
DE,DE717,TECH,2020,0.0,1.374878563978471
DE,DE717,TECH,2030,0.0,1.342075179757429
DE,DE717,UD01,2012,0.0,1.441318730996196
DE,DE717,UD01,2020,0.0,1.374878563978471
DE,DE717,UD01,2030,0.0,1.342075179757429
DE,DE717,UD02,2012,0.0,1.441318730996196
DE,DE717,UD02,2020,0.0,1.374878563978471
DE,DE717,UD02,2030,0.0,1.342075179757429
DE,DE717,UD03,2012,0.0,0.0
DE,DE717,UD03,2020,0.0,0.0
DE,DE717,UD03,2030,0.0,0.0
DE,DE717,UD04,2012,0.0,0.0
DE,DE717,UD04,2020,0.0,0.0
DE,DE717,UD04,2030,0.0,0.0
DE,DE717,UD05,2012,0.0,0.0
DE,DE717,UD05,2020,0.0,0.0
DE,DE717,UD05,2030,0.0,0.0
DE,DE717,UD06,2012,0.0,0.0
DE,DE717,UD06,2020,0.0,0.0
DE,DE717,UD06,2030,0.0,0.0
DE,DE717,UD07,2012,0.0,0.0
DE,DE717,UD07,2020,0.0,0.0
DE,DE717,UD07,2030,0.0,0.0
DE,DE717,UD08,2012,0.0,0.0
DE,DE717,UD08,2020,0.0,0.0
DE,DE717,UD08,2030,0.0,0.0
DE,DE718,BASE,2012,0.0,3.476513136458617
DE,DE718,BASE,2020,0.0,3.316257040108574
DE,DE718,BASE,2030,0.0,3.2371340857527993
DE,DE718,HIGH,2012,0.0,0.0
DE,DE718,HIGH,2020,0.0,0.0
DE,DE718,HIGH,2030,0.0,0.0
DE,DE718,TECH,2012,0.0,3.476513136458617
DE,DE718,TECH,2020,0.0,3.316257040108574
DE,DE718,TECH,2030,0.0,3.2371340857527993
DE,DE718,UD01,2012,0.0,3.476513136458617
DE,DE718,UD01,2020,0.0,3.316257040108574
DE,DE718,UD01,2030,0.0,3.2371340857527993
DE,DE718,UD02,2012,0.0,3.476513136458617
DE,DE718,UD02,2020,0.0,3.316257040108574
DE,DE718,UD02,2030,0.0,3.2371340857527993
DE,DE718,UD03,2012,0.0,0.0
DE,DE718,UD03,2020,0.0,0.0
DE,DE718,UD03,2030,0.0,0.0
DE,DE718,UD04,2012,0.0,0.0
DE,DE718,UD04,2020,0.0,0.0
DE,DE718,UD04,2030,0.0,0.0
DE,DE718,UD05,2012,0.0,0.0
DE,DE718,UD05,2020,0.0,0.0
DE,DE718,UD05,2030,0.0,0.0
DE,DE718,UD06,2012,0.0,0.0
DE,DE718,UD06,2020,0.0,0.0
DE,DE718,UD06,2030,0.0,0.0
DE,DE718,UD07,2012,0.0,0.0
DE,DE718,UD07,2020,0.0,0.0
DE,DE718,UD07,2030,0.0,0.0
DE,DE718,UD08,2012,0.0,0.0
DE,DE718,UD08,2020,0.0,0.0
DE,DE718,UD08,2030,0.0,0.0
DE,DE719,BASE,2012,0.0,7.7118773560240435
DE,DE719,BASE,2020,0.0,7.3563845642247125
DE,DE719,BASE,2030,0.0,7.18086774720513
DE,DE719,HIGH,2012,0.0,0.0
DE,DE719,HIGH,2020,0.0,0.0
DE,DE719,HIGH,2030,0.0,0.0
DE,DE719,TECH,2012,0.0,7.7118773560240435
DE,DE719,TECH,2020,0.0,7.3563845642247125
DE,DE719,TECH,2030,0.0,7.18086774720513
DE,DE719,UD01,2012,0.0,7.7118773560240435
DE,DE719,UD01,2020,0.0,7.3563845642247125
DE,DE719,UD01,2030,0.0,7.18086774720513
DE,DE719,UD02,2012,0.0,7.7118773560240435
DE,DE719,UD02,2020,0.0,7.3563845642247125
DE,DE719,UD02,2030,0.0,7.18086774720513
DE,DE719,UD03,2012,0.0,0.0
DE,DE719,UD03,2020,0.0,0.0
DE,DE719,UD03,2030,0.0,0.0
DE,DE719,UD04,2012,0.0,0.0
DE,DE719,UD04,2020,0.0,0.0
DE,DE719,UD04,2030,0.0,0.0
DE,DE719,UD05,2012,0.0,0.0
DE,DE719,UD05,2020,0.0,0.0
DE,DE719,UD05,2030,0.0,0.0
DE,DE719,UD06,2012,0.0,0.0
DE,DE719,UD06,2020,0.0,0.0
DE,DE719,UD06,2030,0.0,0.0
DE,DE719,UD07,2012,0.0,0.0
DE,DE719,UD07,2020,0.0,0.0
DE,DE719,UD07,2030,0.0,0.0
DE,DE719,UD08,2012,0.0,0.0
DE,DE719,UD08,2020,0.0,0.0
DE,DE719,UD08,2030,0.0,0.0
DE,DE71A,BASE,2012,0.0,0.860612451909376
DE,DE71A,BASE,2020,0.0,0.820940980351605
DE,DE71A,BASE,2030,0.0,0.801354056017472
DE,DE71A,HIGH,2012,0.0,0.0
